diplomat_id,person_id,dob,family_name,family_name_en,name,name_en,patronymic,patronymic_en,position,position_en,rank,rank_item,department,department_en,country_item
577,1721910,1973-03-21,Равилова-Боровик,Ravilova-Borovik,Диляра,Dilyara,Салихзяновна,Salikhzyanovna,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при продовольственной и сельскохозяйственной организации оон (фао) и др. мо со сходными функциями в риме, италия","Permanent Mission of the Russian Federation to the Food and Agriculture Organization of the United Nations (FAO) and other similar organizations in Rome, Italy",Q38
578,1721911,1972-12-14,Райдер,Rider,Максим,Maxim,Георгиевич,Georgievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент безопасности,Security Department,
579,1722457,1972-04-28,Ревуцкий,Revutsky,Антон,Anton,Викторович,Viktorovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент экономического сотрудничества,Department of Economic Cooperation,
580,1722458,1979-08-19,Репкин,Repkin,Александр,Alexander,Валерьевич,Valerievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент экономического сотрудничества,Department of Economic Cooperation,
581,1722459,1961-05-22,Рогов,Rogov,Алексей,Alexey,Александрович,Alexandrovich,старший советник,senior adviser,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в киргизской республике,Embassy of the Russian Federation in the Kyrgyz Republic,Q813
582,1721914,1965-09-17,Рогоза,Rogoza,Олег,Oleg,Васильевич,Vasilievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,историко-документальный департамент,historical and documentary department,
583,1722460,1981-06-26,Романов,Romanov,Максим,Maxim,Геннадьевич,Gennadievich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в ливанской республике,Embassy of the Russian Federation in the Lebanese Republic,Q822
584,1721915,1974-08-22,Российский,Rossiyskiy,Михаил,Michael,Анатольевич,Anatolyevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в итальянской республике,Embassy of the Russian Federation in the Italian Republic,Q38
585,1721916,1980-02-22,Рубин,Rubin,Максим,Maxim,Олегович,Olegovich,генеральный консул,Consul General,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в эрбиле, республика ирак","Consulate General of the Russian Federation in Erbil, Republic of Iraq",Q796
586,1722461,1955-09-30,Рудницкий,Rudnitsky,Артем,Artem,Юрьевич,Yuryevich,ведущий эксперт,leading expert,чрезвычайный и полномочный посланник 2 класса,Q139927432,историко-документальный департамент,historical and documentary department,
587,1721917,1981-03-02,Рыковсков,Rykovskov,Дмитрий,Dmitry,Витальевич,Vitalievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй департамент стран снг,Second Department of the CIS countries,
588,1721918,1968-02-13,Рябков,Ryabkov,Геннадий,Gennady,Геннадьевич,Gennadievich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент азии,First Department of Asia,
589,1722462,1966-12-22,Рябоконь,Ryabokon,Сергей,Sergey,Владимирович,Vladimirovich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент международной информационной безопасности,Department of International Information Security,
590,1722068,1964-04-02,Сагитов,Sagitov,Игорь,Igor,Ильдусович,Ildusovich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент азии,First Department of Asia,
591,1721919,1973-02-05,Садулин,Sadulin,Роман,Novel,Ярулович,Yarulovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,управление делами (департамент),administration (department),
592,1721920,1985-09-07,Салимуллин,Salimullin,Ленар,Lenar,Шамилевич,Shamilevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в эстонской республике,Embassy of the Russian Federation in the Republic of Estonia,Q191
593,1721921,1975-01-17,Сапоженков,Sapozhenkov,Кирилл,Kirill,Александрович,Alexandrovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в словацкой республике,Embassy of the Russian Federation in the Slovak Republic,Q214
594,1721922,1970-07-21,Свистин,Svistin,Роман,Novel,Викторович,Viktorovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в оше, киргизская республика","Consulate General of the Russian Federation in Osh, Kyrgyz Republic",Q813
595,1722463,1977-05-02,Селезнев,Seleznev,Максим,Maxim,Владимирович,Vladimirovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике армения,Embassy of the Russian Federation in the Republic of Armenia,Q399
596,1722464,1983-07-22,Семенова,Semenova,Екатерина,Catherine,Андреевна,Andreevna,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в народной республике бангладеш,Embassy of the Russian Federation in the People's Republic of Bangladesh,Q902
597,1722070,1962-06-20,Семенов,Semenov,Сергей,Sergey,Алексеевич,Alekseevich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент кадров,HR department,
598,1722071,1962-01-01,Семенов,Semenov,Сергей,Sergey,Валентинович,Valentinovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в гданьске, республика польша","Consulate General of the Russian Federation in Gdansk, Republic of Poland",Q36
599,1721924,1975-04-18,Сентенкова,Sentenkova,Наталья,Natalia,Николаевна,Nikolaevna,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике перу,Embassy of the Russian Federation in the Republic of Peru,Q419
600,1722465,1969-03-09,Сергеев,Sergeev,Михаил,Michael,Александрович,Alexandrovich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,консульский департамент,consular department,
601,1721925,1977-11-26,Середняков,Serednyakov,Константин,Konstantin,Викторович,Viktorovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент северной америки,Department of North America,
602,1722466,1966-08-25,Симаков,Simakov,Виктор,Victor,Викторович,Viktorovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в государстве израиль,Embassy of the Russian Federation in the State of Israel,Q801
603,1721926,1973-07-17,Синегубов,Sinegubov,Алексей,Alexey,Леонидович,Leonidovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,четвертый департамент стран снг,Fourth Department of the CIS countries,
604,1722467,1966-02-28,Ситников,Sitnikov,Альберт,Albert,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент многостороннего сотрудничества по правам человека,Department of Multilateral Cooperation on Human Rights,
605,1722468,1962-02-26,Скачков,Skachkov,Андрей,Andrey,Семенович,Semenovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй европейский департамент,Second European Department,
607,1722470,1960-08-24,Соколов,Sokolov,Дмитрий,Dmitry,Геннадьевич,Gennadievich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве испания,Embassy of the Russian Federation in the Kingdom of Spain,Q29
608,1722471,1964-07-22,Соколов,Sokolov,Эдуард,Edward,Анатольевич,Anatolyevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в боливарианской республике венесуэла,Embassy of the Russian Federation in the Bolivarian Republic of Venezuela,Q717
609,1721928,1974-11-26,Соколов-Щербачев,Sokolov-Shcherbachev,Кирилл,Kirill,Геннадиевич,Gennadievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент информационного обеспечения,Department of Information Support,
610,1722472,1973-01-08,Степанюк,Stepanyuk,Вадим,Vadim,Анатольевич,Anatolyevich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при уставных и других органах снг в минске, республика белоруссия","Permanent Mission of the Russian Federation to the statutory and other bodies of the CIS in Minsk, Republic of Belarus",
611,1722473,1975-12-24,Степкина,Stepkina,Наталья,Natalia,Александровна,Alexandrovna,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в китайской народной республике,Embassy of the Russian Federation in the People's Republic of China,Q865
613,1721931,1959-04-26,Стукало,Stukalo,Алексей,Alexey,Алексеевич,Alekseevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент экономического сотрудничества,Department of Economic Cooperation,
614,1722475,1968-05-27,Субботин,Subbotin,Дмитрий,Dmitry,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по вопросам новых вызовов и угроз,Department of New Challenges and Threats,
615,1722476,1977-07-31,Субботин,Subbotin,Илья,Ilya,Вячеславович,Vyacheslavovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации во французской республике,Embassy of the Russian Federation in the French Republic,Q142
617,1721933,1961-01-08,Табачинский,Tabachinsky,Игорь,Igor,Михайлович,Mikhailovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй европейский департамент,Second European Department,
618,1721934,1974-08-01,Талыбов,Talibov,Эльшад,Elshad,Муталим оглы,Mutalim ogly,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в лаосской народно-демократической республике,Embassy of the Russian Federation in the Lao People's Democratic Republic,Q819
619,1721935,1979-05-22,Темников,Temnikov,Денис,Denis,Михайлович,Mikhailovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике сингапур,Embassy of the Russian Federation in the Republic of Singapore,Q334
620,1721936,1977-09-12,Темяшов,Temyashov,Андрей,Andrey,Иванович,Ivanovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике сербии,Embassy of the Russian Federation in the Republic of Serbia,Q403
621,1721937,1979-07-30,Терских,Terskih,Александр,Alexander,Александрович,Alexandrovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в осаке, япония","Consulate General of the Russian Federation in Osaka, Japan",Q17
622,1574200,,Тимашов,Timashov,Валерий,Valery,Петрович,Petrovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в трабзоне, турецкая республика","Consulate General of the Russian Federation in Trabzon, Turkey",Q43
623,1722477,1969-06-10,Тимофеев,Timofeev,Алексей,Alexey,Геннадьевич,Gennadievich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий департамент стран снг,Third Department of the CIS countries,
624,836752,1977-01-30,Топеха,Topekha,Владимир,Vladimir,Владимирович,Vladimirovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в корейской народно-демократической республике,Embassy of the Russian Federation in the Democratic People's Republic of Korea,Q423
625,1721940,1963-01-15,Торотенков,Torotenkov,Сергей,Sergey,Владимирович,Vladimirovich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй европейский департамент,Second European Department,
626,1722478,1978-03-06,Трофимов,Trofimov,Александр,Alexander,Владимирович,Vladimirovich,посол по особым поручениям,Ambassador-at-Large,чрезвычайный и полномочный посланник 2 класса,Q139927432,группа послов по особым поручениям мид российской федерации,Group of Ambassadors-at-Large of the Ministry of Foreign Affairs of the Russian Federation,
627,1721941,,Троянский,Trojanskij,Григорий,Gregory,Михайлович,Mikhailovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в федеративной республике бразилия,Embassy of the Russian Federation in the Federative Republic of Brazil,Q155
628,1721942,1968-10-13,Трушин,Trushin,Федор,Fedor,Филиппович,Filippovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,управление делами (департамент),administration (department),
629,1721943,1968-09-15,Тураев,Turaev,Дмитрий,Dmitry,Александрович,Alexandrovich,генеральный консул,Consul General,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в алма-ате, республика казахстан","Consulate General of the Russian Federation in Almaty, Republic of Kazakhstan",Q232
630,1721945,1973-03-29,Устинов,Ustinov,Григорий,Gregory,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент международных организаций,Department of International Organizations,
631,1722479,1960-03-03,Уткин,Utkin,Алексей,Alexey,Васильевич,Vasilievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,консульский департамент,consular department,
633,1721946,1962-04-30,Фабричников,Fabrichnikov,Андрей,Andrey,Аркадьевич,Arkadyevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в саппоро, япония","Consulate General of the Russian Federation in Sapporo, Japan",Q17
634,1722481,1977-01-04,Фадеев,Fadeev,Виталий,Vitaly,Викторович,Viktorovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент азии,First Department of Asia,
635,1721947,1960-09-25,Федеряков,Federyakov,Сергей,Sergey,Геннадьевич,Gennadievich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при международных организациях в вене, австрийская республика","Permanent Mission of the Russian Federation to the International Organizations in Vienna, Republic of Austria",Q40
636,1722073,1969-05-16,Федорова,Fedorova,Анастасия,Anastasia,Васильевна,Vasilievna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент информации и печати,Department of Information and Press,
637,1722482,1976-10-06,Федосеев,Fedoseyev,Иван,Ivan,Сергеевич,Sergeevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве дания,Embassy of the Russian Federation in the Kingdom of Denmark,Q35
638,1722483,1959-01-16,Фетисов,Fetisov,Игорь,Igor,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,историко-документальный департамент,historical and documentary department,
639,1721948,1973-12-17,Филаткин,Filatkin,Дмитрий,Dmitry,Петрович,Petrovich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при европейском союзе и европейском сообществе по атомной энергии в брюсселе, бельгия","Permanent Mission of the Russian Federation to the European Union and the European Atomic Energy Community in Brussels, Belgium",Q31
639,1721948,1973-12-17,Филаткин,Filatkin,Дмитрий,Dmitry,Петрович,Petrovich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при европейском союзе и европейском сообществе по атомной энергии в брюсселе, бельгия","Permanent Mission of the Russian Federation to the European Union and the European Atomic Energy Community in Brussels, Belgium",Q458
640,1721949,1979-12-20,Ханеев,Khaneev,Максим,Maxim,Вячеславович,Vyacheslavovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике гана,Embassy of the Russian Federation in the Republic of Ghana,Q117
641,1721950,1964-02-06,Хапилов,Khapilov,Александр,Alexander,Вадимович,Vadimovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,консульский департамент,consular department,
642,1722484,1976-02-08,Харламова,Kharlamova,Ольга,Olga,Викторовна,Viktorovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент азиатского и тихоокеанского сотрудничества,Department of Asian and Pacific Cooperation,
643,1722485,1967-10-23,Хетагуров,Khetagurov,Алан,Alan,Александрович,Alexandrovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в усть-каменогорске, республика казахстан","Consulate General of the Russian Federation in Ust-Kamenogorsk, Republic of Kazakhstan",Q232
645,836805,1965-04-02,Хоришко,Horishko,Евгений,Evgeny,Викторович,Viktorovich,генеральный консул,Consul General,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в самарканде, республика узбекистан","Consulate General of the Russian Federation in Samarkand, Republic of Uzbekistan",Q265
646,1721953,1978-01-08,Хуторская,Khutorskaya,Вера,Faith,,,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике таджикистан,Embassy of the Russian Federation in the Republic of Tajikistan,Q863
647,1722486,1977-03-11,Цыганов,Tsyganov,Василий,Vasily,Андреевич,Andreevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент общеевропейского сотрудничества,Department of Pan-European Cooperation,
648,1721954,1971-12-03,Чемерило,Chemerilo,Андрей,Andrey,Александрович,Alexandrovich,генеральный консул,Consul General,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации на шпицбергене, королевство норвегия","Consulate General of the Russian Federation in Spitsbergen, Kingdom of Norway",Q20
650,1722487,1978-07-27,Чернов,Chernov,Андрей,Andrey,Анатольевич,Anatolyevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,консульский департамент,consular department,
652,1697121,,Чумаков,Chumakov,Дмитрий,Dmitry,Сергеевич,Sergeevich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при оон в нью-йорке, соединенные штаты америки","Permanent Mission of the Russian Federation to the United Nations in New York, United States of America",Q30
653,1721955,1971-06-03,Чумарев,Chumarev,Сергей,Sergey,Леонидович,Leonidovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент многостороннего сотрудничества по правам человека,Department of Multilateral Cooperation on Human Rights,
654,1722488,1959-10-15,Шабанов,Shabanov,Андрей,Andrey,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий европейский департамент,Third European Department,
655,1721957,1967-11-10,Шамсутдинов,Shamsutdinov,Шамиль,Shamil,Фоатович,Foatovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий департамент стран снг,Third Department of the CIS countries,
656,1722489,,Шаповалов,Shapovalov,Олег,Oleg,Вячеславович,Vyacheslavovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в канаде,Embassy of the Russian Federation in Canada,Q16
657,1721958,1968-04-09,Шатуновский-Бюрно,Shatunovsky-Burno,Сергей,Sergey,Валерьевич,Valerievich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент многостороннего сотрудничества по правам человека,Department of Multilateral Cooperation on Human Rights,
658,1721959,1968-11-05,Шин,Shin,Владимир,Vladimir,Алексеевич,Alekseevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент международной информационной безопасности,Department of International Information Security,
660,1721960,1958-01-01,Шлычкова,Shlychkova,Татьяна,Tatiana,Вениаминовна,Veniaminovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по многостороннему гуманитарному сотрудничеству и культурным связям,Department of Multilateral Humanitarian Cooperation and Cultural Relations,
661,1722490,1976-04-06,Шмелева,Shmeleva,Наталья,Natalia,Ивановна,Ivanovna,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в исламской республике пакистан,Embassy of the Russian Federation in the Islamic Republic of Pakistan,Q843
662,1722491,1976-09-23,Щукин,Shchukin,Петр,Peter,Владиславович,Vladislavovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в туркменистане,Embassy of the Russian Federation in Turkmenistan,Q874
663,1722492,1977-08-27,Юдин,Yudin,Андрей,Andrey,Дмитриевич,Dmitrievich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при ассоциации государств юго-восточной азии (асеан) в джакарте, республика индонезия","Permanent Mission of the Russian Federation to the Association of Southeast Asian Nations (ASEAN) in Jakarta, Republic of Indonesia",Q252
664,1722493,1958-11-19,Юдинцев,Yudintsev,Алексей,Alexey,Владимирович,Vladimirovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике кении,Embassy of the Russian Federation in the Republic of Kenya,Q114
665,1722494,1961-08-25,Яковлев,Yakovlev,Владимир,Vladimir,Олегович,Olegovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в южно-африканской республике,Embassy of the Russian Federation in the Republic of South Africa,Q258
666,1721964,,Янович,Yanovich,Константин,Konstantin,Александрович,Alexandrovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент кадров,HR department,
